Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,6.1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,5.7
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,6.7
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,5.1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,5,4.7
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,6,1.7
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,7,1.7
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,8,
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,2.8
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,3.6
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,3.5
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1.7
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1.7
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1.7
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1.7
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,4.8
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,5.9
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,5.6
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,3.3
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1.7
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1.7
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1.7
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,2.8
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,2.9
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,2
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1.9
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1.2
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1.7
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1.7
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,1,3.9
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,2,4.9
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,3,5.4
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,4,3.9
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,5,1.7
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,6,1.7
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,7,1.7
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,8,
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,5.9
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,8.6
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,6
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1.7
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1.7
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1.7
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1.7
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,5.4
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,7.8
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,8
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,7.4
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,5,7.2
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,6,5.3
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,7,4.1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,0,8,
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,2.1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,2.8
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,2.6
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1.8
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1.7
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1.7
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1.7
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,1,3.5
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,2,4.3
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,3,4.2
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,4,2.9
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,5,1.7
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,6,1.7
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,7,1.7
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,8,
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,1,3.308
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,2,7.26
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,3,8
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,4,5.92
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,5,3.237
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,6,1.7
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,7,1.7
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,8,
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,1,4.405
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,2,6.283
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,3,8.431
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,4,8.708
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,5,3.603
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,6,1.804
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,7,1.7
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,8,
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,1,3.802
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,2,6.327
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,3,6.42
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,4,3.528
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,5,3.477
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,6,1.7
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,7,1.7
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,8,
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,1,3.886
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,2,7.033
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,3,8.8
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,4,9.815
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,7,5,9.939
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,5,6,2.726
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,4,7,1.7
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,4,8,
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,1,3.27
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,2,8.023
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,3,9.314
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,4,9.894
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,7,5,9.927
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,6,6,5.69
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,6,7,1.7
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,5,8,
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,1,2.02
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,2,4.228
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,3,5.098
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,4,4.699
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,5,2.904
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,6,1.7
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,7,1.7
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,8,1,3.317
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,8,2,6.548
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,8,3,8.523
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,8,4,9.586
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,4,5,8.213
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,4,6,7.211
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,0,7,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,8,0,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,8,1,1.7
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,8,2,5.517
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,8,3,7.477
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,8,4,8.852
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,4,5,8.476
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,3,6,7.133
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,2,7,6.373
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249H,1999,New York,D,1500,Colorado,8,0,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,8,1,1.7
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,8,2,4.993
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,8,3,7.35
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,8,4,8.924
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,8,5,8.795
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,4,6,8.065
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,1,7,6.805
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249D,1999,New York,E,1500,Colorado,8,1,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,8,1,1.7
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,8,2,4.441
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,8,3,6.501
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,8,4,6.856
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,8,5,6.814
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,7,6,5.997
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,5,7,3.831
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249A,1999,New York,A,1500,Colorado,8,3,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,1,1.7
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,2,1.867
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,3,2.352
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,4,3.027
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,5,3.457
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,6,3.873
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,8,7,3.53
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249T,1999,New York,A,1500,Colorado,8,7,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,4,1,1.7
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,4,2,5.265
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,4,3,8.629
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,3,4,10.527
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,1,5,11.746
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,1,6,11.558
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,0,7,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249P,1999,New York,A,1500,Colorado,4,0,8,
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,1,2.161
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,2,3.64
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,3,6.747
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,4,7.307
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,5,7.346
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,4,6,6.416
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,3,7,5.731
Langevin et al. 2014,American crow,Corvidae,Passeriformes,American crow,NS3-249N,1999,New York,D,1500,Colorado,4,2,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,1,2.296
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,2,5.973
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,3,7.227
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,4,6.319
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,5,2.96
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,6,2.313
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,7,1.777
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249P,1999,New York,A,1500,California,8,8,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,1,1.7
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,2,5.859
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,3,6.482
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,4,5.857
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,5,2.382
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,6,1.745
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,7,1.7
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249H,1999,New York,D,1500,California,8,8,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,1,2.36
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,2,5.799
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,3,6.182
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,4,6.416
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,5,4.022
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,6,3.429
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,7,2.549
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249D,1999,New York,E,1500,California,8,8,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,1,3.023
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,2,5.88
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,3,6.479
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,4,5.87
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,5,3.667
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,6,1.725
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,7,1.7
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249A,1999,New York,A,1500,California,8,8,8,
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,1,2.041
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,2,5.68
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,3,6.136
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,4,4.035
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,5,2.41
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,6,2.13
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,7,1.7
Langevin et al. 2014,House finch,Fringillidae,Passeriformes,House finch,NS3-249T,1999,New York,A,1500,California,8,8,8,
