Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Survival
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,1,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,2,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,3,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,4,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,5,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,10,6,1
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,8,7,0.8
Kipp et al. 2006,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,4000,Kansas,10,6,8,0.6
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Canada goose,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,5,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,6,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,7,1
Komar et al. 2003,Mallard,Anatidae,Anseriformes,Other,NY99,1999,New York,B,10000,New York,2,2,8,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,5,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,6,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,7,1
Komar et al. 2003,Killdeer,Charadriidae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,8,1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,1
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,5,0.5
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,6,0.5
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,1,7,0.5
Komar et al. 2003,Ring-billed gull,Laridae,Charadriiformes,Other,NY99,1999,New York,B,10000,New York,2,0,8,
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,1,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,2,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,3,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,4,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,5,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,6,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,7,1
Komar et al. 2003,Rock dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,10000,New York,6,6,8,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,1,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,2,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,3,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,4,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,5,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,6,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,7,1
Komar et al. 2003,American kestrel,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,New York,2,2,8,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Northern bobwhite,Odontophpridae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Japanese quail,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Ring-necked pheasant,Phasianidae,Galliformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,1,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,2,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,3,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,4,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,5,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,6,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,7,1
Komar et al. 2003,American coot,Rallidae,Gruiformes,Other,NY99,1999,New York,B,10000,New York,1,1,8,1
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,4,1,1
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,4,2,1
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,4,3,1
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,3,4,0.75
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,1,5,0.25
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,1,6,0.25
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,1,7,0.25
Komar et al. 2003,Blue jay,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,4,0,8,
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,0,6,0
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,0,7,0
Komar et al. 2003,Black-billed magpie,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,0,8,
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,9,1,1
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,9,2,1
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,9,3,1
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,9,4,1
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,9,5,1
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,8,6,0.888888888888889
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,8,7,0.888888888888889
Komar et al. 2003,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,9,0,8,
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,1,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,2,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,3,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,4,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,5,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,6,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,7,1
Komar et al. 2003,European starling,Sturnidae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,8,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Red-winged blackbird,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,1,1
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,2,1
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,6,3,1
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,5,4,0.833333333333333
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,4,5,0.666666666666667
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,4,6,0.666666666666667
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,4,7,0.666666666666667
Komar et al. 2003,Common grackle,Icteridae,Passeriformes,Other,NY99,1999,New York,B,10000,New York,6,0,8,
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,1,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,2,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,3,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,4,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,5,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,6,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,7,1
Komar et al. 2003,Northern flicker,Picidae,Piciformes,Other,NY99,1999,New York,B,10000,New York,1,1,8,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Monk parakeet,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,1,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,2,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,3,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,4,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,5,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,6,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,7,1
Komar et al. 2003,Budgerigar,Psittacidae,Psittaciformes,Other,NY99,1999,New York,B,10000,New York,3,3,8,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,1,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,2,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,3,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,4,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,5,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,6,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,7,1
Komar et al. 2003,Great horned owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,10000,New York,1,1,8,1
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,1,1
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,2,1
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,3,1
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,8,4,1
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,5,0.75
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,6,0.75
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,7,0.75
Komar et al. 2005,Northern cardinal,Cardinalidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,8,6,8,0.75
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,1,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,2,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,3,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,4,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,5,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,6,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,7,1
Komar et al. 2005,Northern mockingbird,Mimidae,Passeriformes,Other,NY99-4132,1999,New York,B,12589.2541179417,New York,4,4,8,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,1,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,2,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,3,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,4,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,5,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,6,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,7,1
Nemeth et al. 2006,Eastern screech owl,Strigidae,Strigiformes,Other,NY99,1999,New York,B,1500,Colorado,9,9,8,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,1,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,2,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,3,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,4,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,5,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,6,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,7,1
Nemeth et al. 2011,Fish crow,Corvidae,Passeriformes,Other,NY99,1999,New York,B,1584.89319246111,Oklahoma,3,3,8,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,1,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,2,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,3,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,4,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,5,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,6,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,7,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,10,Colorado,10,10,8,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,1,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,2,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,3,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,4,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,5,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,6,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,7,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,31.6227766016838,Colorado,8,8,8,1
Oesterle et al. 2009,Cliff swallow,Hirundinidae,Passeriformes,Other,NY99,1999,New York,B,316.227766016838,Colorado,10,10,1,1
